"","X","image","time_in_serie","segment_id","length","direction","start_x","start_y","end_x","end_y","environment","reporter_id","intensity","intensity_ratio","diameter","rep_x","rep_y","time","group","length_rel","startx","starty","endy","endx"
"1292",1292,"60-21-col-ww-2.tif",7,"96fed154-12ac-48c0-92e2-c85a1dcaab22",24.083189,4.76,977,1276,975,1300,71.77,-1,-1,-1,-1,-1,-1,21,3,0.08,977,1021,997,975
"1293",1293,"60-21-col-ww-2.tif",7,"f8158732-6ae9-4560-9719-0269498942e2",34.713108,48.5,922,1280,896,1303,63.35,-1,-1,-1,-1,-1,-1,21,3,0.12,922,1017,994,896
"1294",1294,"60-21-col-ww-2.tif",7,"366b69dd-36a7-4a57-bdfc-ad72206859b3",27.45906,79.51,881,1289,908,1294,63.96,-1,-1,-1,-1,-1,-1,21,3,0.09,881,1008,1003,908
"1295",1295,"60-21-col-ww-2.tif",7,"6e10b437-31d7-40d8-ae92-0517c071c5aa",23.409399,70.02,876,1293,854,1301,67.1,-1,-1,-1,-1,-1,-1,21,3,0.08,876,1004,996,854
"1296",1296,"60-21-col-ww-2.tif",7,"ccb6dd23-2be9-4481-83c9-41b767a138d7",37.696156,68.2,853,1300,818,1314,65.64,-1,-1,-1,-1,-1,-1,21,3,0.13,853,997,983,818
"1297",1297,"60-21-col-ww-2.tif",7,"ea50cc5c-5926-446e-a6c3-e269e94c8928",175.64168,41.77,951,1301,1068,1432,73.6,-1,-1,-1,-1,-1,-1,21,3,0.59,951,996,865,1068
"1298",1298,"60-21-col-ww-2.tif",7,"5dbf7bbb-e703-4f2d-b6dd-7c07bf6f7052",33.83785,55.84,1117,1328,1145,1347,65.69,-1,-1,-1,-1,-1,-1,21,3,0.11,1117,969,950,1145
"1299",1299,"60-21-col-ww-2.tif",7,"6ab34241-54bc-4fc0-a337-0695b245236b",39.56008,20.73,934,1384,948,1421,65.87,-1,-1,-1,-1,-1,-1,21,3,0.13,934,913,876,948
"1300",1300,"60-21-col-ww-2.tif",7,"965bd502-22d8-4288-a4f4-38a3d5302cc7",43.289722,83.37,905,1426,862,1431,72.04,-1,-1,-1,-1,-1,-1,21,3,0.15,905,871,866,862
"1301",1301,"60-21-col-ww-2.tif",7,"18a6a338-acb0-472c-a37d-ba7d10d35d0a",40.804413,72.9,895,1443,856,1455,67.86,-1,-1,-1,-1,-1,-1,21,3,0.14,895,854,842,856
"1302",1302,"60-21-col-ww-2.tif",7,"ff2f835b-406e-4981-b9aa-daeab2ee0b35",75.29276,59.69,877,1479,812,1517,68.08,-1,-1,-1,-1,-1,-1,21,3,0.25,877,818,780,812
"1303",1303,"60-21-col-ww-2.tif",7,"f7e8216a-4bcd-4933-905c-67c9b8ceac57",47.41308,62.35,882,1536,840,1558,69.27,-1,-1,-1,-1,-1,-1,21,3,0.16,882,761,739,840
"1304",1304,"60-21-col-ww-2.tif",7,"ea88acac-c7bf-431b-9b9d-c621ebe334dc",20.615528,22.83,883,1536,891,1555,72.25,-1,-1,-1,-1,-1,-1,21,3,0.07,883,761,742,891
"1305",1305,"60-21-col-ww-2.tif",7,"698393eb-67d8-4201-b668-995f8ac2a8ea",79.025314,51.68,908,1578,970,1627,72.93,-1,-1,-1,-1,-1,-1,21,3,0.27,908,719,670,970
"1306",1306,"60-21-col-ww-2.tif",7,"61b3995b-18b3-4520-9b6c-fa72b657817c",63.953106,80.1,857,1616,794,1627,69.96,-1,-1,-1,-1,-1,-1,21,3,0.21,857,681,670,794
"1307",1307,"60-21-col-ww-2.tif",7,"ba0bfd54-a8ef-45ac-ac59-d64463caa35b",23.345236,9.87,899,1660,903,1683,73.14,-1,-1,-1,-1,-1,-1,21,3,0.08,899,637,614,903
"1308",1308,"60-21-col-ww-2.tif",7,"91e3cfe1-6f71-4b47-959a-94e403d2ff1b",33.24154,21.16,875,1678,863,1709,78.45,-1,-1,-1,-1,-1,-1,21,3,0.11,875,619,588,863
"1309",1309,"60-21-col-ww-2.tif",7,"a55d5b18-68af-47eb-bc6c-85966bc8ac0f",43.13931,45.94,862,1707,831,1737,73.51,-1,-1,-1,-1,-1,-1,21,3,0.14,862,590,560,831
"1310",1310,"60-21-col-ww-2.tif",7,"6322bf0d-5791-455f-9268-3b47949905b2",59.908264,56.58,905,1710,855,1743,74.36,-1,-1,-1,-1,-1,-1,21,3,0.2,905,587,554,855
"1311",1311,"60-21-col-ww-2.tif",7,"02abbbcf-a500-4cb0-abf3-5eec7302d4df",51.894123,25.08,906,1726,928,1773,68.52,-1,-1,-1,-1,-1,-1,21,3,0.17,906,571,524,928
"1312",1312,"60-21-col-ww-2.tif",7,"188bf6da-25be-4cd3-82a0-813ff6f01a0f",47.26521,6.07,852,1748,857,1795,68.51,-1,-1,-1,-1,-1,-1,21,3,0.16,852,549,502,857
"1313",1313,"60-21-col-ww-2.tif",7,"20453ecd-6a74-4e53-8106-7b49225a1351",30.083218,68.55,855,1796,883,1807,66.68,-1,-1,-1,-1,-1,-1,21,3,0.1,855,501,490,883
"1314",1314,"60-21-col-ww-2.tif",7,"4e054758-4abc-47fb-a6eb-ca115e58b99d",30.066593,3.81,855,1798,853,1828,68.43,-1,-1,-1,-1,-1,-1,21,3,0.1,855,499,469,853
"1315",1315,"60-21-col-ww-2.tif",7,"1de6c518-580a-4edf-9742-7a942674a99c",21.587032,13.39,854,1833,859,1854,71.58,-1,-1,-1,-1,-1,-1,21,3,0.07,854,464,443,859
"1316",1316,"60-21-col-ww-2.tif",7,"2f4e6600-d40e-428c-ba10-74a7738276c7",64.25729,20.97,860,1922,883,1982,72.68,-1,-1,-1,-1,-1,-1,21,3,0.22,860,375,315,883
"1317",1317,"60-22-col-wd-2.tif",8,"0c741c13-c179-47bf-b206-2cf14e322593",47.518417,8.47,940,45,933,92,17.8,-1,-1,-1,-1,-1,-1,22,2,0.16,940,2252,2205,933
"1318",1318,"60-22-col-wd-2.tif",8,"33b8bf89-e805-4fbb-82b7-93da0df32b6a",25.179358,6.84,926,104,929,129,19.64,-1,-1,-1,-1,-1,-1,22,2,0.08,926,2193,2168,929
"1319",1319,"60-22-col-wd-2.tif",8,"8dd7da0d-9e3d-4e30-9716-fc2e600c2ac6",20.615528,22.83,1040,171,1048,190,5.66,-1,-1,-1,-1,-1,-1,22,2,0.07,1040,2126,2107,1048
"1320",1320,"60-22-col-wd-2.tif",8,"42731c0a-f8f6-47a8-9256-e4f788ba20d7",23.323807,30.96,988,263,1000,283,19.75,-1,-1,-1,-1,-1,-1,22,2,0.08,988,2034,2014,1000
"1321",1321,"60-22-col-wd-2.tif",8,"6bbf88c1-5075-4274-9252-83b516dcb3b4",79.51101,6.5,954,297,963,376,32.74,-1,-1,-1,-1,-1,-1,22,2,0.27,954,2000,1921,963
"1322",1322,"60-22-col-wd-2.tif",8,"c3959123-9cf3-4c5f-8b4c-2fc05bdc2739",51.351727,6.71,687,326,681,377,25.74,-1,-1,-1,-1,-1,-1,22,2,0.17,687,1971,1920,681
"1323",1323,"60-22-col-wd-2.tif",8,"d865a697-232a-43c0-ac0d-5b3295c62a3b",57.697487,25.68,1063,331,1088,383,37.44,-1,-1,-1,-1,-1,-1,22,2,0.19,1063,1966,1914,1088
"1324",1324,"60-22-col-wd-2.tif",8,"e5e7ef7c-ae0d-47fc-8ef9-9b55567cb8fd",20.248457,20.22,1178,338,1171,357,33.85,-1,-1,-1,-1,-1,-1,22,2,0.07,1178,1959,1940,1171
"1325",1325,"60-22-col-wd-2.tif",8,"dc8e4a4c-9ed5-49b1-8569-6372afeefe4d",43.27817,49.69,959,370,926,398,39.97,-1,-1,-1,-1,-1,-1,22,2,0.15,959,1927,1899,926
"1326",1326,"60-22-col-wd-2.tif",8,"f388b34d-fe9d-436b-bf5f-3314ecc3b216",82.73451,7.64,961,379,972,461,50.66,-1,-1,-1,-1,-1,-1,22,2,0.28,961,1918,1836,972
"1327",1327,"60-22-col-wd-2.tif",8,"e2645416-1a9a-40cb-93d7-01cfe5f967bc",40.496914,20.22,909,383,923,421,45.16,-1,-1,-1,-1,-1,-1,22,2,0.14,909,1914,1876,923
"1328",1328,"60-22-col-wd-2.tif",8,"39afa11c-c65b-49ff-83f9-f1b4fd7a3922",45.607018,52.13,1089,392,1125,420,41.66,-1,-1,-1,-1,-1,-1,22,2,0.15,1089,1905,1877,1125
"1329",1329,"60-22-col-wd-2.tif",8,"9b3c1061-7ca1-435b-b504-a7aa4792921f",21.023796,25.35,1011,398,1020,417,36.2,-1,-1,-1,-1,-1,-1,22,2,0.07,1011,1899,1880,1020
"1330",1330,"60-22-col-wd-2.tif",8,"d9ab6e77-d4a9-4120-b1e9-39264b6a2630",20.59126,60.95,960,417,942,427,44.29,-1,-1,-1,-1,-1,-1,22,2,0.07,960,1880,1870,942
"1331",1331,"60-22-col-wd-2.tif",8,"decc1bfe-e3b4-4035-b4fa-38aa35a02cb5",78.492035,55.91,1071,436,1136,480,41.48,-1,-1,-1,-1,-1,-1,22,2,0.26,1071,1861,1817,1136
"1332",1332,"60-22-col-wd-2.tif",8,"a4ee1be2-b5ca-4751-afc4-d1b874c4f886",74.63243,35.18,970,462,1013,523,43.51,-1,-1,-1,-1,-1,-1,22,2,0.25,970,1835,1774,1013
"1333",1333,"60-22-col-wd-2.tif",8,"78dc5e40-ebf6-4ae0-b5ba-3de9b125803a",119.36499,8.67,953,473,971,591,48.52,-1,-1,-1,-1,-1,-1,22,2,0.4,953,1824,1706,971
"1334",1334,"60-22-col-wd-2.tif",8,"50930a46-3b3e-4d69-b147-60041ed19182",54.708317,18.1,678,483,661,535,45.31,-1,-1,-1,-1,-1,-1,22,2,0.18,678,1814,1762,661
"1335",1335,"60-22-col-wd-2.tif",8,"979487c5-9b60-40f7-a6f5-218f7b81b089",79.07591,9.46,1169,486,1182,564,57.33,-1,-1,-1,-1,-1,-1,22,2,0.27,1169,1811,1733,1182
"1336",1336,"60-22-col-wd-2.tif",8,"de51ea91-3483-4fd1-b113-e93ca6d01d00",88.40814,52.35,917,532,847,586,38.5,-1,-1,-1,-1,-1,-1,22,2,0.3,917,1765,1711,847
"1337",1337,"60-22-col-wd-2.tif",8,"b4e47d4c-0046-4e4d-877b-cb0656ce75c5",171.89822,43.35,801,554,683,679,43.35,-1,-1,-1,-1,-1,-1,22,2,0.58,801,1743,1618,683
"1338",1338,"60-22-col-wd-2.tif",8,"0164739e-5a78-4889-b8d5-b01929bc3bf9",56.753853,14.28,1002,556,988,611,50.15,-1,-1,-1,-1,-1,-1,22,2,0.19,1002,1741,1686,988
"1339",1339,"60-22-col-wd-2.tif",8,"eebd21e3-10c0-45d2-8f6f-f28060c61a79",27.202942,17.1,658,557,650,583,47.43,-1,-1,-1,-1,-1,-1,22,2,0.09,658,1740,1714,650
"1340",1340,"60-22-col-wd-2.tif",8,"cb60aa27-28a0-470d-8181-9662ddc6bbb3",101.84302,19.5,902,569,868,665,48.24,-1,-1,-1,-1,-1,-1,22,2,0.34,902,1728,1632,868
"1341",1341,"60-22-col-wd-2.tif",8,"318492bf-e83f-4f5d-a9d3-e9dfbc580acf",28.635643,12.09,650,590,644,618,50.92,-1,-1,-1,-1,-1,-1,22,2,0.1,650,1707,1679,644
"1342",1342,"60-22-col-wd-2.tif",8,"f730aa17-acbb-451f-bbfd-3fd0bb9254ae",67.06713,20.06,953,606,930,669,51.07,-1,-1,-1,-1,-1,-1,22,2,0.23,953,1691,1628,930
"1343",1343,"60-22-col-wd-2.tif",8,"9b5fbfb0-4969-40d3-9294-be3cb85fdbe0",22.803509,52.13,987,612,1005,626,47.01,-1,-1,-1,-1,-1,-1,22,2,0.08,987,1685,1671,1005
"1344",1344,"60-22-col-wd-2.tif",8,"90b42d77-741a-4532-b9bd-bac773b40f08",23.769728,22.25,984,614,975,636,47.22,-1,-1,-1,-1,-1,-1,22,2,0.08,984,1683,1661,975
"1345",1345,"60-22-col-wd-2.tif",8,"4de509f3-a0af-41b5-9ccc-d47d3f30cf16",57.558666,7.99,1209,618,1217,675,51.19,-1,-1,-1,-1,-1,-1,22,2,0.19,1209,1679,1622,1217
"1346",1346,"60-22-col-wd-2.tif",8,"3a1c579b-91f4-4df0-bbcd-6244d918ad87",53.90733,40.49,1125,643,1160,684,42.73,-1,-1,-1,-1,-1,-1,22,2,0.18,1125,1654,1613,1160
"1347",1347,"60-22-col-wd-2.tif",8,"e84de7e8-f415-48cb-97d1-b4df1571fd75",24.596748,26.57,970,646,959,668,48.61,-1,-1,-1,-1,-1,-1,22,2,0.08,970,1651,1629,959
"1348",1348,"60-22-col-wd-2.tif",8,"94fed0e6-a5d7-48cf-a233-12f2279942c4",134.35773,44.4,634,650,540,746,45.24,-1,-1,-1,-1,-1,-1,22,2,0.45,634,1647,1551,540
"1349",1349,"60-22-col-wd-2.tif",8,"0a22b9c2-c3cf-4ad1-809e-5277ebee0465",21.84033,74.05,991,664,1012,670,48.15,-1,-1,-1,-1,-1,-1,22,2,0.07,991,1633,1627,1012
"1350",1350,"60-22-col-wd-2.tif",8,"58db87b2-5d2a-46bf-bf19-6a8ed00e75aa",45.617977,26,1275,666,1295,707,50.85,-1,-1,-1,-1,-1,-1,22,2,0.15,1275,1631,1590,1295
"1351",1351,"60-22-col-wd-2.tif",8,"b9712507-2d82-432b-a6a8-d82e58f941fb",65.14599,72.12,1012,670,1074,690,44.61,-1,-1,-1,-1,-1,-1,22,2,0.22,1012,1627,1607,1074
"1352",1352,"60-22-col-wd-2.tif",8,"93185df7-1598-4bf4-8564-a212b395b2f9",57.070133,11.11,929,680,918,736,48.96,-1,-1,-1,-1,-1,-1,22,2,0.19,929,1617,1561,918
"1353",1353,"60-22-col-wd-2.tif",8,"0af44ea7-303b-4c42-84e4-4e5dc42fa313",46.69047,46.74,1160,685,1194,717,47.76,-1,-1,-1,-1,-1,-1,22,2,0.16,1160,1612,1580,1194
"1354",1354,"60-22-col-wd-2.tif",8,"2c16c3d5-6174-47ec-851c-524889e59362",35.22783,55.41,1133,703,1162,723,47.7,-1,-1,-1,-1,-1,-1,22,2,0.12,1133,1594,1574,1162
"1355",1355,"60-22-col-wd-2.tif",8,"72344d35-4df9-425d-9f8d-f32268f00a00",27.018513,38.99,919,712,902,733,46.9,-1,-1,-1,-1,-1,-1,22,2,0.09,919,1585,1564,902
"1356",1356,"60-22-col-wd-2.tif",8,"365fad9e-e575-4061-a5f8-c96073394cbd",33.83785,34.16,1300,716,1319,744,56.31,-1,-1,-1,-1,-1,-1,22,2,0.11,1300,1581,1553,1319
"1357",1357,"60-22-col-wd-2.tif",8,"b93e1592-50a2-4fcb-9a8f-40361fa12137",22.561028,77.2,645,721,667,726,44.96,-1,-1,-1,-1,-1,-1,22,2,0.08,645,1576,1571,667
"1358",1358,"60-22-col-wd-2.tif",8,"ae69e16b-fc7c-487d-9a07-c48a88bb51ea",44.598206,47.73,667,727,634,757,49.33,-1,-1,-1,-1,-1,-1,22,2,0.15,667,1570,1540,634
"1359",1359,"60-22-col-wd-2.tif",8,"368ab7b7-9035-4963-bbde-2f0f168fa557",109,56.6,1277,730,1368,790,55.72,-1,-1,-1,-1,-1,-1,22,2,0.37,1277,1567,1507,1368
"1360",1360,"60-22-col-wd-2.tif",8,"8156baeb-c3d7-45ae-9208-64fad8215bec",31.780497,24.15,1164,731,1177,760,52.22,-1,-1,-1,-1,-1,-1,22,2,0.11,1164,1566,1537,1177
"1361",1361,"60-22-col-wd-2.tif",8,"4013b5b1-bc61-4aad-8e17-ee153f200a4d",28.160255,16.5,996,732,1004,759,52.14,-1,-1,-1,-1,-1,-1,22,2,0.09,996,1565,1538,1004
"1362",1362,"60-22-col-wd-2.tif",8,"e9116c4d-e619-465c-b2db-8ec2a503926a",23.537205,12.26,1005,734,1010,757,51.47,-1,-1,-1,-1,-1,-1,22,2,0.08,1005,1563,1540,1010
"1363",1363,"60-22-col-wd-2.tif",8,"7236f9af-97b8-4a68-ae81-b87a5c63a835",33.24154,68.84,1326,741,1357,753,59.93,-1,-1,-1,-1,-1,-1,22,2,0.11,1326,1556,1544,1357
"1364",1364,"60-22-col-wd-2.tif",8,"94e189fa-bd31-4f3f-8afc-e58335852579",68.007355,36.03,864,747,824,802,50.36,-1,-1,-1,-1,-1,-1,22,2,0.23,864,1550,1495,824
"1365",1365,"60-22-col-wd-2.tif",8,"b75ba612-4bac-4cbf-9c22-513fd0550c9f",38.587563,31.22,1031,758,1011,791,51.76,-1,-1,-1,-1,-1,-1,22,2,0.13,1031,1539,1506,1011
"1366",1366,"60-22-col-wd-2.tif",8,"8be7b1fb-491b-438c-b5d5-34a63a310fb0",79.83107,12.3,1229,786,1246,864,60.23,-1,-1,-1,-1,-1,-1,22,2,0.27,1229,1511,1433,1246
"1367",1367,"60-22-col-wd-2.tif",8,"5831d7ca-83a8-4b01-9ef2-cadce96deaa6",28.635643,12.09,606,792,600,820,46.78,-1,-1,-1,-1,-1,-1,22,2,0.1,606,1505,1477,600
"1368",1368,"60-22-col-wd-2.tif",8,"1796d771-9040-46e1-96de-d553ff3fb47a",27.294687,28.44,1016,793,1029,817,53.41,-1,-1,-1,-1,-1,-1,22,2,0.09,1016,1504,1480,1029
"1369",1369,"60-22-col-wd-2.tif",8,"b39001e0-570f-47d7-820e-913468294876",39.446167,30.47,1210,798,1230,832,53.81,-1,-1,-1,-1,-1,-1,22,2,0.13,1210,1499,1465,1230
"1370",1370,"60-22-col-wd-2.tif",8,"27dafc48-8477-46c0-b794-4adff5464bb0",37.12142,62.74,1001,801,968,818,53.53,-1,-1,-1,-1,-1,-1,22,2,0.12,1001,1496,1479,968
"1371",1371,"60-22-col-wd-2.tif",8,"6d83f8a6-bc13-4ac9-974d-e6e0c0cc1e4f",66.75328,8.62,1145,816,1155,882,50.26,-1,-1,-1,-1,-1,-1,22,2,0.22,1145,1481,1415,1155
"1372",1372,"60-22-col-wd-2.tif",8,"49c97717-3dbe-4afb-b7cb-53483c9d1658",27.89265,14.53,1030,819,1037,846,55.1,-1,-1,-1,-1,-1,-1,22,2,0.09,1030,1478,1451,1037
"1373",1373,"60-22-col-wd-2.tif",8,"24ce0a01-ab2a-40bd-b58a-6248b79630fa",41.231056,14.04,600,823,610,863,46.99,-1,-1,-1,-1,-1,-1,22,2,0.14,600,1474,1434,610
"1374",1374,"60-22-col-wd-2.tif",8,"cbe70613-e903-446b-800d-656209f4f698",81.400246,52.99,948,827,883,876,57.57,-1,-1,-1,-1,-1,-1,22,2,0.27,948,1470,1421,883
"1375",1375,"60-22-col-wd-2.tif",8,"e32afd5a-c165-4b7f-9641-53a056352223",87,46.4,792,835,729,895,46.75,-1,-1,-1,-1,-1,-1,22,2,0.29,792,1462,1402,729
"1376",1376,"60-22-col-wd-2.tif",8,"c3fca2ec-c7b2-4c27-bc35-9badf5bde432",41.109608,18.43,552,841,539,880,48.78,-1,-1,-1,-1,-1,-1,22,2,0.14,552,1456,1417,539
"1377",1377,"60-22-col-wd-2.tif",8,"5cab3788-9a09-42cf-b2da-63b024889e99",51,61.93,966,864,1011,888,53.86,-1,-1,-1,-1,-1,-1,22,2,0.17,966,1433,1409,1011
"1378",1378,"60-22-col-wd-2.tif",8,"67ca5df9-76f4-4e59-83c1-144244c6046e",29,46.4,1246,865,1267,885,62.27,-1,-1,-1,-1,-1,-1,22,2,0.1,1246,1432,1412,1267
"1379",1379,"60-22-col-wd-2.tif",8,"c3178ff1-3a4c-46d9-9ff5-f33c84af1336",59.236813,21.8,1244,879,1266,934,61.41,-1,-1,-1,-1,-1,-1,22,2,0.2,1244,1418,1363,1266
"1380",1380,"60-22-col-wd-2.tif",8,"71e3e579-7d70-40fa-99de-b3bda44708c7",32.80244,37.57,1117,896,1137,922,56.13,-1,-1,-1,-1,-1,-1,22,2,0.11,1117,1401,1375,1137
"1381",1381,"60-22-col-wd-2.tif",8,"f71a0451-9b36-44fd-b074-6b32984c5fad",143.17122,21.73,838,902,785,1035,41.88,-1,-1,-1,-1,-1,-1,22,2,0.48,838,1395,1262,785
"1382",1382,"60-22-col-wd-2.tif",8,"a3bff881-75cc-4e20-b940-43ebe78ebbf1",88.76936,14.35,1024,906,1002,992,52.77,-1,-1,-1,-1,-1,-1,22,2,0.3,1024,1391,1305,1002
"1383",1383,"60-22-col-wd-2.tif",8,"c8f8efd0-388a-498b-b51a-b0cbac12233c",26.400757,37.3,1203,907,1219,928,61.47,-1,-1,-1,-1,-1,-1,22,2,0.09,1203,1390,1369,1219
"1384",1384,"60-22-col-wd-2.tif",8,"ab2af816-b790-42ba-9729-68ed3b03b0b6",49.658836,64.98,998,912,953,933,55.1,-1,-1,-1,-1,-1,-1,22,2,0.17,998,1385,1364,953
"1385",1385,"60-22-col-wd-2.tif",8,"bf781b18-7e79-480d-b1a5-397f38c6e95a",163.78339,31.26,1297,927,1382,1067,58.24,-1,-1,-1,-1,-1,-1,22,2,0.55,1297,1370,1230,1382
"1386",1386,"60-22-col-wd-2.tif",8,"806a22bb-3b59-43c8-87bd-22895d7fabb0",60.41523,28.69,1217,929,1246,982,53.86,-1,-1,-1,-1,-1,-1,22,2,0.2,1217,1368,1315,1246
"1387",1387,"60-22-col-wd-2.tif",8,"cf10bdb3-af43-44c7-a362-4bcae91f305f",72.249565,4.76,1268,942,1274,1014,56.64,-1,-1,-1,-1,-1,-1,22,2,0.24,1268,1355,1283,1274
"1388",1388,"60-22-col-wd-2.tif",8,"b80089ae-76c4-4059-800a-42f5af7c2af9",31.95309,20.14,566,944,577,974,52.56,-1,-1,-1,-1,-1,-1,22,2,0.11,566,1353,1323,577
"1389",1389,"60-22-col-wd-2.tif",8,"285458d8-7775-4e36-a246-36c134ada4ce",52.009613,52.03,1454,946,1495,978,58.35,-1,-1,-1,-1,-1,-1,22,2,0.17,1454,1351,1319,1495
"1390",1390,"60-22-col-wd-2.tif",8,"fcecfabb-9742-4140-9f88-2487d8c2b633",53.712196,28.95,1087,963,1113,1010,53.27,-1,-1,-1,-1,-1,-1,22,2,0.18,1087,1334,1287,1113
"1391",1391,"60-22-col-wd-2.tif",8,"233f6af2-30e4-4789-9b7d-dc8d041fd9e0",55.97321,18.76,1295,975,1313,1028,56.99,-1,-1,-1,-1,-1,-1,22,2,0.19,1295,1322,1269,1313
"1392",1392,"60-22-col-wd-2.tif",8,"6905a455-1e4b-4360-bc50-f69b251bb5a7",35.35534,61.26,880,981,849,998,50.57,-1,-1,-1,-1,-1,-1,22,2,0.12,880,1316,1299,849
"1393",1393,"60-22-col-wd-2.tif",8,"e50cebb0-e321-4934-9016-ebcbdcd7e0b1",63.953106,26.97,1239,989,1268,1046,56.54,-1,-1,-1,-1,-1,-1,22,2,0.21,1239,1308,1251,1268
"1394",1394,"60-22-col-wd-2.tif",8,"65bde686-5377-4558-86ba-2920015d4b67",96.42095,5.36,497,995,488,1091,52.43,-1,-1,-1,-1,-1,-1,22,2,0.32,497,1302,1206,488
"1395",1395,"60-22-col-wd-2.tif",8,"89970cd0-c90b-4e44-a5f0-17161ba4471b",54.20332,29.88,529,1004,556,1051,54.88,-1,-1,-1,-1,-1,-1,22,2,0.18,529,1293,1246,556
"1396",1396,"60-22-col-wd-2.tif",8,"55af55b9-5619-492c-bed0-dd0c13cb6368",66.189125,63.05,845,1007,786,1037,42.67,-1,-1,-1,-1,-1,-1,22,2,0.22,845,1290,1260,786
"1397",1397,"60-22-col-wd-2.tif",8,"93d01efb-349d-4777-9b6e-b7acc47588e0",24.351591,19.18,956,1008,948,1031,48.41,-1,-1,-1,-1,-1,-1,22,2,0.08,956,1289,1266,948
"1398",1398,"60-22-col-wd-2.tif",8,"099bfb63-22a3-426f-a7ac-c74916c9116d",47.434166,18.43,1153,1012,1168,1057,50.09,-1,-1,-1,-1,-1,-1,22,2,0.16,1153,1285,1240,1168
"1399",1399,"60-22-col-wd-2.tif",8,"ab24cfc6-ac71-4659-abba-91bb246f60de",29.832869,39.56,785,1038,766,1061,46.03,-1,-1,-1,-1,-1,-1,22,2,0.1,785,1259,1236,766
"1400",1400,"60-22-col-wd-2.tif",8,"dc96c33d-907e-4163-ae38-56e27fc238ca",66.48308,21.16,1115,1042,1091,1104,49.61,-1,-1,-1,-1,-1,-1,22,2,0.22,1115,1255,1193,1091
"1401",1401,"60-22-col-wd-2.tif",8,"a79904e3-a6db-4907-8676-52c275c68441",28.284271,45,1274,1046,1294,1066,52.95,-1,-1,-1,-1,-1,-1,22,2,0.1,1274,1251,1231,1294
"1402",1402,"60-22-col-wd-2.tif",8,"c2c9e3c5-7f10-45d5-9c74-20917c00810f",78.40918,37.75,1332,1052,1380,1114,54.8,-1,-1,-1,-1,-1,-1,22,2,0.26,1332,1245,1183,1380
"1403",1403,"60-22-col-wd-2.tif",8,"106d30a7-4c6d-4853-8ff0-b957cdfe051f",27.45906,33.11,766,1062,751,1085,49.77,-1,-1,-1,-1,-1,-1,22,2,0.09,766,1235,1212,751
"1404",1404,"60-22-col-wd-2.tif",8,"c926a2d5-df48-4bce-b141-10b73e529ff9",129.71121,9.32,1292,1067,1313,1195,57.66,-1,-1,-1,-1,-1,-1,22,2,0.44,1292,1230,1102,1313
"1405",1405,"60-22-col-wd-2.tif",8,"536afd13-2ed0-48b7-87f5-7d8474cd9678",112.60551,19.72,564,1072,602,1178,54.21,-1,-1,-1,-1,-1,-1,22,2,0.38,564,1225,1119,602
"1406",1406,"60-22-col-wd-2.tif",8,"60e0b6d8-a35f-4eb0-9a1e-2d3585736ad8",40.60788,52,961,1083,929,1108,47.61,-1,-1,-1,-1,-1,-1,22,2,0.14,961,1214,1189,929
"1407",1407,"60-22-col-wd-2.tif",8,"90bebf32-7530-4ac5-80f3-4186deda62c1",78.26238,10.3,1010,1096,996,1173,47.04,-1,-1,-1,-1,-1,-1,22,2,0.26,1010,1201,1124,996
"1408",1408,"60-22-col-wd-2.tif",8,"af28d362-0ea7-466f-804f-e1f806249ddb",29.427877,9.78,1093,1109,1088,1138,51.07,-1,-1,-1,-1,-1,-1,22,2,0.1,1093,1188,1159,1088
"1409",1409,"60-22-col-wd-2.tif",8,"7b51eba2-b2f7-4ab9-8129-076de92448c3",145.05516,33.47,687,1110,607,1231,54.6,-1,-1,-1,-1,-1,-1,22,2,0.49,687,1187,1066,607
"1410",1410,"60-22-col-wd-2.tif",8,"e1f686a4-5bc9-456b-80c8-69342a687fce",105.11898,11.52,473,1114,494,1217,45.06,-1,-1,-1,-1,-1,-1,22,2,0.35,473,1183,1080,494
"1411",1411,"60-22-col-wd-2.tif",8,"9e91cbb2-ff25-42df-ab85-7006bdb13b6f",27.294687,28.44,972,1128,985,1152,44.71,-1,-1,-1,-1,-1,-1,22,2,0.09,972,1169,1145,985
"1412",1412,"60-22-col-wd-2.tif",8,"436b43ad-9c6b-46e1-a886-3fa1db16c09f",27.018513,51.01,903,1130,882,1147,42.61,-1,-1,-1,-1,-1,-1,22,2,0.09,903,1167,1150,882
"1413",1413,"60-22-col-wd-2.tif",8,"7278fea1-7ff3-4847-b837-a12c6024dc8e",45.607018,52.13,930,1139,894,1167,43.03,-1,-1,-1,-1,-1,-1,22,2,0.15,930,1158,1130,894
"1414",1414,"60-22-col-wd-2.tif",8,"7cd23261-ef1f-462a-9f61-356ece109d95",32.202484,36.16,1156,1143,1175,1169,55.76,-1,-1,-1,-1,-1,-1,22,2,0.11,1156,1154,1128,1175
"1415",1415,"60-22-col-wd-2.tif",8,"8af2a866-5db2-4cf3-90bf-df7c459445f0",58.24088,15.95,879,1157,863,1213,46.02,-1,-1,-1,-1,-1,-1,22,2,0.2,879,1140,1084,863
"1416",1416,"60-22-col-wd-2.tif",8,"ad6f7ac5-4b1b-4ce3-a083-fe31af3dbe69",112.05802,32.98,976,1179,915,1273,56.29,-1,-1,-1,-1,-1,-1,22,2,0.38,976,1118,1024,915
